dew_point,avg_wind,humidity,rain,rain_sum,snow_depth,rain_amount,snow_amount,ice_measure,friction,ice_frequency,mean_temperature,condition
-14.2,2.5,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,450.0,-5.55,Normal
-14.0,2.7,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,440.0,-5.300000000000001,Normal
-8.5,0.4,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,387.0,-4.449999999999999,Normal
4.7,3.7,94.0,0.0,0.1,0.0,0.18,0.0,0.0,0.76,110.0,1.65,Rain
-16.2,1.4,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,495.0,-11.25,Normal
-7.7,2.4,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,414.0,-3.8000000000000003,Normal
2.6,0.2,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,135.0,5.85,Normal
-18.0,1.2,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,437.0,-5.6,Normal
-3.9,2.5,99.0,4.0,1.0,4.0,0.0,0.2,0.21,0.21,110.0,-5.0,Snow
-3.3,2.0,88.0,4.0,0.9,0.0,0.13,0.0,0.0,0.79,110.0,-1.65,Snow
-1.1,2.802777909614653,77.35106879491865,1.4148419178152984,1.8048266796552357,0.0,0.25,0.0,0.2538595682441789,0.25868429337960785,244.58256399684825,-7.792392878185254,Ice
-15.4,0.5,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,375.0,-7.45,Rain
-5.1,2.2,93.0,4.0,8.4,1.0,0.0,0.24,0.12,0.36,115.0,-3.3499999999999996,Snow
-3.3,4.2,97.0,5.0,8.3,11.0,0.11,0.11,0.19,0.4,112.0,-1.4500000000000002,Snow
-3.0,6.1,97.0,4.0,0.6,6.0,0.0,0.31,0.14,0.33,112.0,-1.3499999999999999,Snow
-3.2,2.0,97.0,4.0,1.7,5.0,0.93,0.0,0.0,0.61,110.0,-1.55,Snow
5.0,1.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,407.0,7.85,Normal
-6.002514508900781,0.1,96.95443674834367,1.7208753711883549,2.2749288405255674,0.0,0.03698512900251031,0.23132776310028352,0.0,0.22212128649137752,166.1186284578578,-8.811040446919298,Ice
2.0,6.4,94.0,1.0,0.2,0.0,0.17,0.0,0.0,0.76,115.0,0.75,Rain
-13.392329219497116,6.028208225933392,97.59236606519839,1.2188423888564606,1.4404137848461793,0.0,0.033674999759277464,0.0198924846624164,0.14930439344560947,0.7165448705563184,149.70299344587272,-2.0150944192722484,Ice
-3.427972363380462,3.6388153731072417,49.0,0.274773163784224,0.9154331075616635,0.0,0.007970509473203491,0.0,0.15551821503146337,0.82,203.83785977173497,-7.353303638000451,Ice
-2.7227120352773952,1.658320208289201,82.79014354924246,0.525632706057191,1.4366046910706618,0.0,0.001020795188765647,0.0,0.14900804215338462,0.33316838011496913,105.0,-5.3605236887832195,Ice
-3.1,6.2,95.0,4.0,0.0,0.0,0.0,0.87,0.08,0.37,112.0,-4.7,Snow
-5.526497757602318,3.212764210104009,100.0,0.0,1.8053652294410827,0.0,0.0,0.3131977767512376,0.38,0.5315919115793557,394.87187548291934,-1.6819294893737524,Ice
5.2,1.4,100.0,0.0,5.1,0.0,0.14,0.0,0.0,0.78,112.0,0.8999999999999999,Rain
0.2,5.5,86.0,1.0,0.3,0.0,0.24,0.0,0.0,0.73,115.0,-1.7500000000000002,Rain
-2.5878507338610444,2.1582023032611035,70.95039598547933,1.395036161955316,3.279100764101002,0.0,0.10658987231293664,0.05586595851735613,0.02484855534160693,0.25339481366593986,123.1468984335585,-8.42631407083449,Ice
2.1,9.4,93.0,1.0,2.0,0.0,0.59,0.0,0.0,0.66,112.0,-0.3500000000000001,Rain
-3.8,3.7,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,397.0,-0.45000000000000007,Normal
-3.3,5.4,96.0,5.0,2.5,11.0,0.0,0.3,0.12,0.36,112.0,-2.0500000000000003,Snow
3.1,0.7,67.0,0.0,0.0,0.0,0.01,0.0,0.0,0.82,109.0,6.5,Rain
-14.2,1.2,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,112.0,-3.9,Normal
4.9,1.7,89.0,0.0,0.1,0.0,0.01,0.0,0.0,0.82,110.0,7.95,Rain
-7.5,3.4,71.0,4.0,0.0,0.0,0.0,0.0,0.0,0.82,112.0,-3.1,Snow
1.5,6.3,95.0,1.0,2.6,0.0,0.25,0.0,0.0,0.73,110.0,-1.25,Rain
-1.1,3.2134000882318525,83.2146503813012,1.682748415444585,0.0,0.0,0.14042645389577424,0.12620938709277718,0.25114948271781246,0.6263777980805202,105.0,-9.803336078350844,Ice
5.4,3.1,100.0,0.0,5.2,0.0,0.19,0.0,0.0,0.75,110.0,-0.75,Rain
-4.2,2.6,99.0,5.0,1.6,8.0,0.0,0.51,0.1,0.38,115.0,-6.6,Snow
-1.9,3.6,100.0,4.0,2.0,1.0,0.19,0.01,0.01,0.75,110.0,-2.5,Snow
2.8,3.6,96.0,1.0,0.2,0.0,0.27,0.0,0.0,0.72,110.0,0.8499999999999999,Rain
-17.1,0.3,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,410.0,-5.85,Normal
-6.7,1.5,74.0,0.0,0.1,0.0,0.01,0.0,0.0,0.82,112.0,-3.4000000000000004,Rain
-19.0,2.2,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,414.0,-15.9,Normal
3.9,2.1,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,404.0,6.45,Normal
-10.359246895503272,5.061619270932338,100.0,1.276779436846663,0.3804548911320371,0.0,0.08413800846949768,0.2295610609860566,0.12403045308423685,0.82,105.0,-7.241966728378493,Ice
5.4,5.9,93.0,0.0,3.6,0.0,0.44,0.0,0.0,0.68,437.0,1.6500000000000001,Rain
-7.8,1.2,79.0,4.0,0.3,0.0,0.02,0.0,0.0,0.82,112.0,-7.05,Snow
-1.5,0.6,100.0,4.0,6.0,0.0,0.0,0.61,0.09,0.38,130.0,-6.1,Snow
4.2,3.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,405.0,10.0,Normal
-2.9,2.1,64.0,0.0,0.2,0.0,0.0,0.0,0.0,0.82,409.0,0.09999999999999987,Normal
-9.7,2.0,59.0,4.0,0.0,0.0,0.0,0.0,0.0,0.82,427.0,-8.200000000000001,Snow
-14.7,1.4,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,447.0,-10.049999999999999,Normal
-3.0,3.9,87.0,1.0,4.4,0.0,0.12,0.0,0.0,0.79,110.0,-1.5999999999999999,Rain
3.2,2.5,100.0,1.0,8.4,0.0,0.37,0.01,0.03,0.69,112.0,-3.6999999999999997,Rain
-1.2,6.0,93.0,1.0,1.0,0.0,0.79,0.0,0.0,0.63,112.0,-4.7,Rain
-12.7,0.6,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,470.0,-10.1,Normal
-5.6,5.7,72.0,4.0,0.1,0.0,0.0,0.0,0.0,0.82,115.0,-2.1500000000000004,Snow
-11.8,4.4,49.0,0.0,0.2,0.0,0.0,0.0,0.0,0.82,425.0,-8.549999999999999,Normal
-18.2,0.8,38.0,0.0,1.8,0.0,0.0,0.0,0.0,0.82,110.0,-5.300000000000001,Normal
-3.0,4.1,93.0,4.0,1.3,2.0,0.12,0.0,0.0,0.79,110.0,-0.8,Snow
-14.2,1.8,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,422.0,-3.5,Normal
-1.1,3.304520733063005,85.83349146034078,0.9235773691240337,0.9669662597238409,0.0,0.07992700702420831,0.057367572517640755,0.0,0.4814790891043079,243.4998798257839,-1.3,Ice
-16.6,1.3,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,415.0,-3.0,Normal
-0.9,2.6,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,110.0,-0.5,Normal
-3.8,3.4,91.0,4.0,2.8,7.0,0.07,0.07,0.17,0.38,112.0,-1.8499999999999999,Snow
-8.7,1.2,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,580.0,-2.75,Normal
-6.5,1.1,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,442.0,-2.5500000000000003,Normal
5.2,3.3,86.0,0.0,0.0,0.0,0.01,0.0,0.0,0.82,112.0,8.55,Normal
-7.399101662390558,3.9613052040637653,100.0,1.7885107020367,0.9018698989943403,0.0,0.04677913706126381,0.0,0.0,0.13,184.25813124873076,-2.035352020433962,Ice
-5.6,3.4,71.0,4.0,0.0,0.0,0.0,0.0,0.0,0.82,503.0,-1.5499999999999998,Snow
-1.1,1.6223646135369174,78.36925658558387,0.0,3.1764040362833694,0.0,0.06865935257459027,0.0,0.0,0.29977473740221317,185.76489192489146,-1.4767410502187892,Ice
-1.8,1.4,94.0,0.0,1.0,0.0,0.0,0.38,0.38,0.13,110.0,-3.5,Ice
-15.2,0.4,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,430.0,-6.15,Normal
-6.2,4.3,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,415.0,-2.4499999999999997,Normal
2.4,2.8,95.0,1.0,0.4,0.0,0.3,0.0,0.0,0.71,112.0,0.34999999999999987,Rain
-12.5,0.8,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,432.0,-3.55,Normal
-2.2,0.7,68.0,0.0,0.3,0.0,0.0,0.0,0.0,0.82,420.0,0.09999999999999987,Normal
-4.9,4.8,91.0,4.0,2.2,4.0,0.34,0.0,0.0,0.7,115.0,-1.8,Snow
-4.8,2.9,91.0,4.0,0.4,7.0,0.38,0.02,0.06,0.69,110.0,-3.05,Snow
-15.9,5.8,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,443.0,-3.9,Normal
-10.970527254699789,3.340920251931538,69.76643426448449,0.671673762392059,2.295464226364002,0.0,0.0,0.1291222170497579,0.28460946862573344,0.43974381039057575,105.0,-1.3,Ice
-4.080965591097165,1.6837370278259627,77.9237301992982,2.537596952835094,0.0,0.0,0.0,0.23188482835427693,0.06296878717413704,0.5099181291419653,259.0026146053724,-11.246526320767252,Ice
-3.3,1.6,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,400.0,-0.3500000000000001,Normal
-11.920337145818467,3.077853343503126,75.37526135002047,1.6058921013622414,2.831546370514374,0.0,0.04365561990418375,0.23828488850758617,0.12189808471970641,0.5689515943647767,152.83779484521767,-5.454206298734036,Ice
4.9,3.9,100.0,0.0,0.5,0.0,0.23,0.0,0.0,0.73,112.0,-0.20000000000000018,Rain
-15.4,0.9,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,110.0,-4.35,Rain
-1.5,4.1,97.0,4.0,9.8,1.0,0.24,0.0,0.01,0.73,112.0,-1.8499999999999999,Snow
-13.043794365586393,1.1543866713161177,77.4199741473697,0.6747232833012601,1.656098006472076,0.0,0.05729701459588709,0.06946922862342142,0.1150393333078418,0.8073195353813656,106.38386070330336,-4.530423927511587,Ice
-8.58141601672911,3.017708157050255,100.0,1.2837212167763075,2.2819840500568764,0.0,0.0,0.07021442302105199,0.06193181678562944,0.7385274516579379,165.03728252294076,-7.746691845634442,Ice
4.7,2.4,98.0,0.0,1.9,0.0,0.15,0.0,0.0,0.78,110.0,-1.4000000000000004,Rain
-7.9,1.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,437.0,-3.35,Normal
-1.1,1.144527574502024,77.17543798735882,3.2395714897096335,1.905120538818131,0.0,0.08909335635323734,0.10444220599802441,0.0,0.30211604362044814,177.8409246482043,-1.3,Ice
-10.8,3.9,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,405.0,-3.6999999999999997,Rain
-15.3,4.6,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,482.0,-7.35,Normal
-3.3,2.5,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,397.0,0.0,Normal
-5.3,5.3,87.0,4.0,0.7,0.0,0.0,0.27,0.21,0.22,112.0,-4.1,Snow
-7.8,2.5,69.0,4.0,0.1,0.0,0.0,0.0,0.0,0.82,410.0,-3.05,Rain
-15.1,0.8,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,460.0,-5.1000000000000005,Normal
-7.5,3.6,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,112.0,-2.5,Rain
-4.550879796906143,3.296307350153299,76.11870563668138,1.7405356648175525,4.804499681057548,0.0,0.18559573162315646,0.0,0.11380468474524659,0.13,279.29911393261534,-7.216317880555585,Ice
-2.1,1.9,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,415.0,0.7,Normal
-5.4,7.3,79.0,4.0,0.2,0.0,0.25,0.0,0.0,0.72,110.0,-1.7999999999999998,Snow
-11.6,3.5,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,437.0,-4.3500000000000005,Normal
5.2,4.4,90.0,0.0,0.0,0.0,0.06,0.0,0.0,0.81,112.0,0.19999999999999973,Rain
-3.7,7.2,85.0,1.0,1.0,0.0,0.25,0.0,0.0,0.72,112.0,-1.8,Ice
2.4,2.2,94.0,0.0,3.6,0.0,0.05,0.0,0.0,0.82,110.0,5.5,Rain
5.5,3.7,98.0,0.0,0.5,0.0,0.04,0.0,0.0,0.82,112.0,-1.25,Rain
-6.9,1.4,50.0,0.0,0.1,0.0,0.0,0.0,0.0,0.82,430.0,-0.19999999999999996,Normal
-16.5,0.7,42.0,0.0,0.4,0.0,0.0,0.0,0.0,0.82,110.0,-4.7,Normal
-28.3,0.7,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,430.0,-20.4,Normal
-2.3,1.4,99.0,5.0,1.9,20.0,0.0,1.15,0.05,0.37,112.0,-5.7,Snow
0.8,0.4,100.0,0.0,0.8,0.0,0.22,0.0,0.0,0.74,109.0,-0.5999999999999999,Rain
1.9,2.3,98.0,1.0,7.2,0.0,0.27,0.0,0.0,0.72,112.0,-4.9,Rain
-15.9,1.6,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,407.0,-4.95,Normal
-1.1,3.3201764018513487,99.15322876119541,0.967288608618714,1.9864823795605364,0.0,0.18207292280694282,0.22041340854683716,0.06157009351491463,0.5959158336549337,210.72446949015443,-4.672355213202023,Ice
6.3,2.3,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,392.0,10.3,Normal
-1.7,3.8,80.0,1.0,0.0,0.0,0.03,0.0,0.0,0.82,115.0,-2.4499999999999997,Rain
-7.9,3.8,68.0,4.0,0.8,0.0,0.0,0.0,0.0,0.82,437.0,-3.1,Snow
-5.1,6.6,86.0,4.0,1.6,1.0,0.23,0.49,0.13,0.5,110.0,-1.4000000000000001,Snow
-6.302130235306036,0.46333020726753693,64.46418901346864,0.8010572623617491,4.731528535494713,0.0,0.0,0.14697552233479194,0.003077549068737445,0.7662988070781941,105.0,-14.15,Ice
-17.3,0.8,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,422.0,-10.25,Normal
4.8,1.8,96.0,0.0,2.1,0.0,0.15,0.0,0.0,0.77,110.0,1.45,Rain
1.5,0.7,95.0,1.0,0.2,0.0,0.12,0.0,0.0,0.79,110.0,0.7,Rain
-5.545377508267155,7.061384996077129,77.21454019602677,1.183288887975865,0.0,0.0,0.054965858735688156,0.0,0.0,0.47340248305910254,105.0,-14.15,Ice
-9.80062148594973,0.1892191035024089,86.7431897303708,0.0,0.0,0.0,0.0,0.12392817170270168,0.04105900423964659,0.48618223866362437,250.31369800762434,-1.3,Ice
-9.3,0.8,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,417.0,-3.7,Normal
5.0,2.1,98.0,0.0,0.7,0.0,0.25,0.0,0.0,0.72,110.0,1.65,Rain
5.6,2.9,95.0,0.0,5.8,0.0,0.37,0.0,0.0,0.69,112.0,0.10000000000000009,Rain
-2.7,2.3,100.0,6.0,2.0,5.0,0.0,0.99,0.05,0.37,110.0,-3.5,Snow
-10.5,4.9,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,420.0,-7.949999999999999,Normal
-1.995897077663901,3.650202003004906,77.77259926994593,0.27693936910021977,0.48932410892111644,0.0,0.08512288246914093,0.24072199120202564,0.15029318740382144,0.7426971098188516,205.77471117079608,-7.736217416687564,Ice
3.2,0.3,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,411.0,6.800000000000001,Normal
-5.7,3.7,86.0,4.0,0.9,9.0,0.13,0.01,0.01,0.78,112.0,-3.3,Snow
7.7,1.4,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,395.0,9.850000000000001,Rain
-4.6,2.8,95.0,5.0,0.4,4.0,0.0,0.23,0.1,0.41,112.0,-3.4,Snow
-2.6,2.4,78.0,0.0,0.0,0.0,0.08,0.0,0.0,0.81,427.0,-1.05,Rain
-5.5,4.4,87.0,4.0,0.7,0.0,0.0,0.17,0.15,0.31,117.0,-2.5500000000000003,Snow
-4.8,4.3,89.0,4.0,1.5,2.0,0.0,0.34,0.15,0.33,487.0,-2.15,Snow
-9.2,2.6,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,410.0,-3.95,Normal
-2.0,4.6,99.0,4.0,3.1,1.0,0.05,0.13,0.18,0.26,112.0,-2.35,Snow
-3.2,3.8,97.0,5.0,2.5,11.0,0.0,0.8,0.07,0.37,112.0,-4.3,Snow
-4.3,2.9,93.0,4.0,5.2,2.0,0.46,0.02,0.05,0.67,115.0,-2.5500000000000003,Snow
-6.751680239564722,5.5394825513850945,83.03476870913626,2.75558725444541,2.466414558958103,0.0,0.11101485780782852,0.25341094920910223,0.11947339528813104,0.34255955680377115,165.57418702582743,-1.3,Ice
-3.2,3.8,98.0,5.0,2.8,14.0,0.0,1.3,0.02,0.36,110.0,-1.75,Snow
-8.9,4.5,61.0,4.0,0.0,0.0,0.0,0.0,0.0,0.82,420.0,-3.1,Snow
-12.3,1.9,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,400.0,-6.25,Normal
3.5,1.7,52.0,0.0,0.0,0.0,0.01,0.0,0.0,0.82,112.0,8.450000000000001,Rain
-17.1,2.2,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,437.0,-6.25,Normal
-5.5,4.3,72.0,4.0,0.1,1.0,0.0,0.0,0.0,0.82,107.0,-2.3000000000000003,Snow
-18.6,2.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,415.0,-6.5,Normal
-16.4,0.7,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,110.0,-4.35,Rain
2.4,1.6,100.0,1.0,5.1,0.0,0.85,0.0,0.0,0.63,112.0,-5.1499999999999995,Rain
4.0,1.3,96.0,0.0,0.5,0.0,0.14,0.0,0.0,0.78,110.0,1.3499999999999999,Rain
-12.9,1.5,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,430.0,-2.9,Normal
-5.990382531540462,4.163974791110487,100.0,0.8445083846079806,0.0,0.0,0.011035533791217939,0.15787817045575955,0.3201514572920081,0.4730031336450867,129.60139233035798,-14.15,Ice
-17.3,0.6,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,417.0,-6.8,Normal
-2.696731072369852,4.82446049916555,85.2220479098021,1.0057458102244732,0.3770367693486989,0.0,0.006039907380482781,0.23987445925734985,0.13091248462495345,0.7946625473597063,105.0,-7.5884069030368,Ice
-6.444607333496691,0.2566661349511379,97.10773203984647,0.1462676736967411,1.4690354955903087,0.0,0.11559069616443313,0.0,0.12208052663940713,0.5605536235128793,189.39520836718285,-9.397348377550466,Ice
5.8,0.9,100.0,0.0,9.8,0.0,0.16,0.0,0.0,0.77,112.0,1.3000000000000003,Rain
-3.2,3.9,98.0,6.0,6.8,29.0,0.0,0.3,0.24,0.2,112.0,-1.4500000000000002,Snow
4.8,1.1,96.0,0.0,0.2,0.0,0.13,0.0,0.0,0.78,110.0,1.95,Rain
-3.9,3.2,93.0,5.0,1.8,4.0,0.54,0.02,0.07,0.66,145.0,-1.55,Snow
-5.7,2.7,87.0,4.0,0.3,0.0,0.0,0.13,0.16,0.27,112.0,-2.0,Snow
-5.616070829360263,0.2299267821260531,90.49863654747388,0.9381879537009747,1.2444961433033095,0.0,0.11141533436391007,0.018232803746531565,0.21590670605964013,0.32373405582817416,105.0,-1.3,Ice
5.6,0.7,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,110.0,9.55,Rain
-3.6,3.0,95.0,4.0,2.9,4.0,0.4,0.1,0.13,0.68,112.0,-3.45,Snow
-15.6,5.4,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,435.0,-4.1,Normal
-6.3,6.2,79.0,4.0,0.2,1.0,0.06,0.0,0.0,0.81,112.0,-2.95,Snow
-3.8,2.2,94.0,4.0,2.3,2.0,0.0,0.34,0.18,0.28,110.0,-3.15,Snow
-3.1,6.2,97.0,4.0,0.8,3.0,0.0,0.48,0.15,0.34,110.0,-4.7,Snow
0.6,4.2,89.0,1.0,0.3,0.0,0.33,0.0,0.0,0.7,115.0,-1.0500000000000003,Rain
2.8,0.2,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,420.0,6.25,Normal
4.1,2.4,98.0,0.0,0.7,0.0,0.11,0.0,0.0,0.8,107.0,1.6,Rain
6.2,1.3,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,412.0,9.75,Normal
-7.1,7.3,74.0,4.0,0.0,0.0,0.0,0.0,0.0,0.82,452.0,-3.1,Snow
-4.1,1.6,96.0,5.0,2.9,8.0,0.0,0.5,0.11,0.38,110.0,-3.5,Snow
-7.989158724183206,6.479745876110727,66.58020322640868,0.0,0.6588764619200288,0.0,0.17088061882446426,0.3399592519313892,0.1377224556987373,0.6793813588374168,105.0,-5.446646059884107,Ice
4.9,1.8,95.0,0.0,0.1,0.0,0.1,0.0,0.0,0.8,115.0,2.0,Rain
-16.1,2.1,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,412.0,-6.6,Rain
5.2,3.6,91.0,0.0,0.0,0.0,0.3,0.0,0.0,0.71,112.0,1.5,Rain
-11.6,5.6,53.0,0.0,0.0,0.0,0.07,0.0,0.0,0.81,107.0,-10.85,Normal
-7.8,2.0,73.0,4.0,0.1,2.0,0.0,0.0,0.0,0.82,110.0,-6.6499999999999995,Snow
-18.3,3.2,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,425.0,-9.399999999999999,Normal
4.3,1.2,98.0,0.0,0.2,0.0,0.08,0.0,0.0,0.81,112.0,1.7500000000000002,Rain
6.2,7.4,96.0,0.0,3.6,0.0,0.2,0.0,0.0,0.75,112.0,1.1,Rain
-3.5,2.7,99.0,5.0,1.0,3.0,0.0,0.42,0.13,0.36,112.0,-2.35,Snow
-2.9,2.0,100.0,4.0,0.3,2.0,0.0,0.14,0.12,0.38,112.0,-1.65,Snow
8.1,1.1,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,420.0,8.8,Normal
-18.6,0.2,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,405.0,-5.9,Normal
-11.101275608518929,6.632390914257444,100.0,0.5935637663503135,2.4091544451987312,0.0,0.016457760941452834,0.07476080770845946,0.09970463123025308,0.5815069386085343,183.62682177801463,-9.16405714676285,Ice
-1.5,1.7,100.0,4.0,6.6,2.0,0.28,0.0,0.01,0.71,110.0,-2.45,Snow
0.2,3.0,99.0,2.0,3.9,0.0,0.97,0.02,0.08,0.61,112.0,-6.1,Snow
-6.838313286069921,0.2548482166776247,84.33448744762057,0.0,1.1008905312233719,0.0,0.02323480527681105,0.20788561087487578,0.0,0.82,191.14545746355822,-2.549622265801767,Ice
-4.6,1.1,69.0,0.0,0.0,0.0,0.01,0.0,0.0,0.82,112.0,-1.2999999999999998,Rain
-3.1,4.0,89.0,4.0,2.5,9.0,0.29,0.0,0.0,0.71,112.0,-1.2000000000000002,Snow
3.2,1.6,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,450.0,7.45,Normal
-5.1,2.0,90.0,4.0,0.7,0.0,0.0,0.16,0.15,0.3,107.0,-2.5,Snow
0.0,2.5,100.0,4.0,1.7,9.0,2.86,0.0,0.0,0.32,110.0,-3.3999999999999995,Rain
-8.8,2.8,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,405.0,-3.5,Normal
4.3,6.6,87.0,0.0,6.8,0.0,0.48,0.0,0.0,0.67,110.0,1.5,Rain
3.7,3.0,99.0,0.0,4.3,0.0,0.0,0.0,0.0,0.82,115.0,-3.6000000000000005,Rain
-5.3,3.2,89.0,4.0,0.4,2.0,0.21,0.0,0.0,0.74,112.0,-3.55,Snow
2.7,0.3,100.0,0.0,1.8,0.0,0.29,0.0,0.0,0.71,112.0,6.95,Rain
-17.3,1.6,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,133.0,-4.6,Normal
-19.6,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,633.0,-13.6,Normal
-25.0,1.3,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,110.0,-17.55,Snow
4.9,4.2,99.0,0.0,3.5,0.0,0.41,0.0,0.0,0.68,110.0,-3.6999999999999997,Rain
0.6,0.5,100.0,1.0,2.8,0.0,0.33,0.0,0.0,0.7,110.0,-2.6999999999999997,Rain
-4.8,3.9,92.0,4.0,1.5,20.0,0.0,0.66,0.04,0.38,110.0,-1.95,Snow
-2.4,4.1,97.0,4.0,0.6,3.0,0.0,0.14,0.27,0.15,110.0,-0.75,Snow
-4.5,3.3,89.0,4.0,3.1,3.0,0.0,0.17,0.29,0.14,112.0,-2.6,Snow
-3.6,7.2,91.0,4.0,1.9,5.0,0.0,0.2,0.24,0.17,110.0,-1.25,Snow
3.7,6.9,82.0,0.0,11.1,0.0,0.18,0.0,0.0,0.76,110.0,1.0500000000000003,Rain
-8.8,5.6,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,405.0,-4.5,Normal
3.7,1.3,100.0,0.0,0.9,0.0,0.42,0.0,0.0,0.68,112.0,-4.449999999999999,Rain
3.7,0.7,100.0,0.0,5.3,0.0,0.22,0.0,0.0,0.74,110.0,6.2,Rain
-16.9,2.8,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,435.0,-7.05,Normal
-6.406447460979217,0.1,89.49635418503455,0.0,1.2757761566918746,0.0,0.1300306708949925,0.22374814093436296,0.058318414894810475,0.8103951376288482,197.29484377680225,-7.823588911662714,Ice
4.0,2.3,100.0,1.0,8.5,0.0,0.18,0.0,0.0,0.76,110.0,-2.75,Rain
-2.0,1.0,66.0,0.0,0.0,0.0,0.08,0.0,0.0,0.81,112.0,0.8500000000000001,Rain
3.6,1.4,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,390.0,5.2,Normal
5.7,5.2,92.0,0.0,0.0,0.0,0.04,0.0,0.0,0.82,110.0,1.0500000000000003,Rain
4.4,1.7,98.0,0.0,6.6,0.0,0.36,0.0,0.0,0.69,110.0,-2.4499999999999997,Rain
-2.3578599931701216,1.9166958163601766,65.99208711987308,1.9157940136214822,1.0469522621440452,0.0,0.13686062025054926,0.0,0.22351681174958826,0.3657865636509164,275.78357992244867,-9.731529298075625,Ice
-5.1,3.9,91.0,4.0,0.3,0.0,0.0,0.26,0.22,0.2,112.0,-3.15,Snow
-5.426311143469788,3.744376736167863,96.18183148367676,0.9569172140322635,3.2960629298253536,0.0,0.105577138226058,0.3770528163463205,0.16763930642544667,0.82,206.76640829860492,-5.701600836997433,Ice
4.1,0.9,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,110.0,6.199999999999999,Rain
